Year,st,State,Share of Total Wealth Earned by Richest 10%,Share of Total Wealth Earned by Richest 5%,Share of Total Wealth Earned by Richest 1%,Share of Total Wealth Earned by Richest 0.5%,Share of Total Wealth Earned by Richest 0.1%,Share of Total Wealth Earned by Richest 0.01%,Average Income,Total Income,Adjusted Gross Income,Consumer Price Index 2014
1958,30,New Hampshire,30.25298614,20.16333238,8.17027058,5.648964847,2.397125839,0.650390968,3972.660856,923353.2524,931225,7.513003189
1959,30,New Hampshire,30.15149985,20.22796805,8.286978749,5.611395965,2.328713743,0.687284473,4406.982362,1026517.08,1003257,7.461367429
1960,30,New Hampshire,29.70394285,19.37711211,7.641918178,5.209605716,2.070771175,0.603313038,4590.13567,1070314.543,1078275,7.335330817
1961,30,New Hampshire,30.27062034,20.06571708,8.464199298,5.812220638,2.357587088,0.710856388,4777.42359,1140786.305,1130362,7.26173218
1962,30,New Hampshire,28.96635373,18.89181831,7.592932259,5.205427562,2.025444423,0.477203711,4951.342573,1209258.79,1193355,7.189595767
1963,30,New Hampshire,31.19492235,20.85161277,8.298629347,5.571968767,2.253950497,0.604664225,5072.998479,1265910.272,1275346,7.095614123
1964,30,New Hampshire,30.48435686,20.03427645,8.512761738,6.012172821,2.335668019,0.751395603,5404.03413,1377094.708,1337483,7.004057812
1965,30,New Hampshire,31.66369606,21.22158455,9.235736622,5.863807135,2.525437317,0.722718735,5739.87746,1491545.577,1417913,6.892882291
1966,30,New Hampshire,31.68479533,21.28535421,8.473509205,5.852362449,2.520830968,0.781903716,6208.947106,1643652.487,1661969,6.701413339
1967,30,New Hampshire,30.88874833,20.76380034,8.968804978,6.017559117,2.527387045,0.739751744,6750.84427,1819295.966,1780347,6.500772221
1968,30,New Hampshire,30.85347746,21.02358291,9.411553864,6.499264909,3.047545626,1.203710862,7376.252845,2021740.338,1914038,6.239246901
1969,30,New Hampshire,28.98806097,19.09291838,7.815675931,5.405066407,2.306392551,0.777255832,7916.115038,2206158.547,1988489,5.916234119
1970,30,New Hampshire,30.88584884,20.28752534,8.104059973,5.352532277,1.971012945,0.574558908,8093.730839,2297775.501,2362047,5.596025571
1971,30,New Hampshire,31.16024782,20.55351052,8.688808265,5.536447969,2.372457487,0.861514587,8409.17049,2478701.463,2342051,5.361130671
1972,30,New Hampshire,31.99538521,21.27717665,8.579204104,5.896666515,2.569442052,0.847937168,9041.595301,2761957.606,2833912,5.194396942
1973,30,New Hampshire,31.61389817,20.53885705,8.212298336,5.637158079,2.351031858,0.86959371,9702.295142,3068116.151,3024820,4.890220544
1974,30,New Hampshire,31.06013441,20.05038435,7.743086476,5.205005609,2.109361719,0.621233064,10205.7363,3339806.595,3344242,4.404174283
1975,30,New Hampshire,32.07278467,20.80254823,7.945660333,5.233910279,2.019349301,0.613236123,10282.54328,3485005.689,3529250,4.035795393
1976,30,New Hampshire,31.01203813,19.87091048,7.721187888,5.142247779,2.090349425,0.592293195,11453.25585,4019157.977,4069320,3.815919019
1977,30,New Hampshire,32.06270453,20.74703961,7.935345417,5.299769559,2.139298195,0.639804435,12453.46965,4527681.763,4586128,3.582933864
1978,30,New Hampshire,32.23291582,21.17512421,7.997963213,5.369566476,2.242899307,0.659886454,13829.63096,5212458.981,5500822,3.330150187
1979,30,New Hampshire,32.13703215,21.14352401,8.796550442,6.378532253,3.157905489,1.278557412,15542.70718,6048094.161,6133310,3.039053142
1980,30,New Hampshire,32.15274716,20.80117177,8.502862326,5.984023959,2.839635757,1.010409695,17043.10378,6868044.342,6751857,2.735386935
1981,30,New Hampshire,32.57376177,20.842226,8.203666853,5.661573115,2.558626121,0.795584468,18240.11,7642555.928,7419295,2.49761264
1982,30,New Hampshire,32.21119397,21.60387897,9.518609389,7.02274021,3.681758587,1.528677982,19618.87635,8394066.833,7728395,2.355472083
1983,30,New Hampshire,32.8938493,22.62462074,10.75966202,7.688242149,4.126861274,1.679051816,22991.06503,10332182.49,,2.259049249
1984,30,New Hampshire,34.34420417,23.68981234,11.41199146,8.345678781,4.597767694,1.985342162,24768.8894,11322277.18,,2.170210234
1985,30,New Hampshire,36.42272525,25.15061944,12.33510719,9.180477664,5.045368535,2.10490492,26327.68818,12244839.63,,2.098175495
1986,30,New Hampshire,39.32854037,28.52113002,15.36784874,12.17735919,7.125235776,3.2131913,28722.60503,13597969.67,13079734,2.060863542
1987,30,New Hampshire,36.42446039,25.06173292,11.72432538,8.674762796,4.410226763,1.669761461,28821.13946,14262844.28,15125320,1.993507337
1988,30,New Hampshire,38.83887783,27.70550498,14.30118424,11.04404478,6.059930311,2.463601046,31628.17443,16099899.17,16986394,1.922940705
1989,30,New Hampshire,37.46895161,26.1432024,12.64911801,9.477338958,4.893384337,1.87025601,31301.88078,16742421.32,17145954,1.843412935
1990,30,New Hampshire,37.07254189,25.93143767,12.69464763,9.83702138,5.414329135,2.276130474,30899.1519,16551312.25,16972222,1.755897371
1991,30,New Hampshire,37.54430279,25.78895449,12.1964387,9.30749364,5.011694591,2.051841594,30794.96703,16443609.72,16883496,1.695113016
1992,30,New Hampshire,39.39676839,27.43927271,13.76077542,10.73770685,6.085722319,2.673400565,31699.79621,17051702.76,17825211,1.653198666
1993,30,New Hampshire,39.19391859,27.46235337,13.5457664,10.43238049,5.774837425,2.473977371,32441.80563,17546890.65,18276460,1.613307097
1994,30,New Hampshire,38.55935839,26.86716017,12.89835581,9.715281598,5.146383209,2.061148325,33774.98596,18503545.84,19230204,1.579589639
1995,30,New Hampshire,39.83797525,28.15044405,13.84655801,10.49804516,5.608398953,2.213047778,36108.4013,19946332.79,20788978,1.542447558
1996,30,New Hampshire,40.3446117,29.07654457,15.05286587,11.65011683,6.544200997,2.769699688,39870.30906,22329326.72,22685678,1.502453239
1997,30,New Hampshire,43.89494336,32.41051225,17.80582777,14.25533201,8.618217858,3.952265985,41882.58149,23980468.86,25412805,1.470675463
1998,30,New Hampshire,43.60947523,32.31120017,17.88160915,14.35590254,8.700244606,3.961754327,45887.63485,26526657.99,27685270,1.450428367
1999,30,New Hampshire,44.64307319,33.56177778,18.82703067,15.0713037,9.075531184,3.992263058,50471.24852,28986382.48,30301774,1.420791498
2000,30,New Hampshire,48.07239491,37.18491185,22.17370338,18.11574545,11.48986572,5.525092685,53984.19284,32208072.75,34469347,1.37472392
2001,30,New Hampshire,42.09873162,30.58553172,15.72282143,12.1414354,6.800093213,2.795553118,49288.20567,31255844.54,32413845,1.337183383
2002,30,New Hampshire,40.69465984,28.23969202,14.10954309,10.58603258,5.560096084,2.154436614,46933.47964,30752699.06,31498470,1.315926115
2003,30,New Hampshire,40.28242137,28.39903403,14.45550333,10.95607756,5.898820181,2.380594337,50409.06543,31558409.53,32337174,1.287181338
2004,30,New Hampshire,42.37363131,31.15380342,16.54745909,12.83939885,7.255039102,3.045298336,53402.84958,34683161.46,35040580,1.253308145
2005,30,New Hampshire,43.86325991,32.74573752,17.98740422,14.14549814,8.142979616,3.433890646,56215.00748,37158190.21,37533740,1.212653225
2006,30,New Hampshire,44.97771176,33.89299158,19.33323472,15.43683038,9.146535419,4.015661688,59892.65791,39859694.31,40176027,1.174156297
2007,30,New Hampshire,45.29184915,34.32783112,19.49957238,15.56378399,9.244248259,4.126174997,63387.53382,42453111.43,42846123,1.141765778
2008,30,New Hampshire,42.8707465,31.26973568,16.60754093,12.93785048,7.387005339,3.203163641,59642.39623,39947746.38,40335754,1.099548079
2009,30,New Hampshire,42.32345072,30.23249596,15.32715593,11.7336732,6.564562997,2.883018682,55751.11371,37626910.98,39360849,1.103473993
2010,30,New Hampshire,44.2905169,32.48863705,17.55305202,14.28255961,9.420942602,5.406312844,58389.12911,39865068.42,41350022,1.085666067
2011,30,New Hampshire,43.69358993,31.81955434,16.77332994,13.42575371,8.41102855,4.276935575,59911.50997,41282022.2,42423770,1.05244533
2012,30,New Hampshire,42.81150961,32.61040057,17.85643985,14.35048699,8.964402111,4.377042302,64292.40765,44288672,44853272,1.031107085
1917,31,New Jersey,46.50359057,34.29343652,19.99583409,15.99340023,8.980261203,3.189261444,1113.376519,1300678.191,521042.424,16.9433874
1918,31,New Jersey,43.32420734,31.34999874,17.41615839,13.45033683,6.963272701,2.248105318,1307.42765,1540724.663,653112.589,14.42629881
1919,31,New Jersey,42.74606075,31.17592623,17.10214765,13.05958853,6.605374884,2.085159516,1495.021853,1800622.146,828428.672,12.56034896
1920,31,New Jersey,41.74862606,30.32536935,15.97675989,11.84098449,5.438457143,1.627909216,1527.609073,1891403.435,977853.627,10.84376794
1921,31,New Jersey,45.90295159,33.12428852,16.82236973,12.32542637,5.648964585,1.659295092,1282.90089,1641772.249,856856.058,12.1385462
1922,31,New Jersey,44.55150877,32.3384199,17.2345996,13.09769936,6.677870724,2.668287293,1504.514893,1978955.174,1032262.375,12.96067881
1923,31,New Jersey,46.04138139,33.37829809,17.67067335,13.1977451,6.410514141,2.224826918,1472.3649,1996892.544,1050741.177,12.73240854
1924,31,New Jersey,47.04525456,33.89792757,18.23942236,13.65505829,6.609966403,2.192260428,1590.931023,2229095.696,1177421.081,12.70754055
1925,31,New Jersey,53.61198973,39.20341055,22.10075105,16.77366992,8.484234413,2.833580114,1589.262603,2290643.978,943672.751,12.39287764
1926,31,New Jersey,50.49653683,36.35602567,20.2985372,15.43738795,7.845871981,2.90564316,1741.223022,2577501.037,1032297.571,12.2759637
1927,31,New Jersey,49.83010235,35.97311394,20.7293066,16.10852767,8.820265365,3.650765228,1825.749109,2776520.482,1117398.064,12.51203993
1928,31,New Jersey,52.66810518,38.77520808,23.49891431,18.65906644,10.6781671,4.761933515,1880.37578,2932924.464,1241411.359,12.68276952
1929,31,New Jersey,48.69218487,35.68495959,21.19275162,16.84411123,9.927888719,4.414785152,1960.753551,3130358.721,1170391.131,12.68276952
1930,31,New Jersey,46.21984077,31.0466951,16.00654007,12.05801561,6.288096296,2.596413521,1716.706372,2805888.789,903054.118,13.01252152
1931,31,New Jersey,48.30683163,30.82597074,14.54326924,10.70772945,5.402647461,2.135632769,1454.625509,2401516.48,785696.195,14.26811571
1932,31,New Jersey,47.10721251,30.47877275,14.56666595,10.82832289,5.475889103,2.001790563,1142.67408,1903011.372,689634.417,15.90772802
1933,31,New Jersey,46.88035039,32.18885099,15.75030513,11.83103117,6.114045614,2.311124784,1014.280407,1703108.743,618321.97,16.7687133
1934,31,New Jersey,48.65302937,33.36051663,15.88922504,11.8965727,6.040855672,2.481143214,1086.066376,1839505.894,686052.343,16.22508918
1935,31,New Jersey,45.88903941,31.44491441,16.36307638,12.34351916,6.312538827,2.598405686,1183.253022,2022830.12,737142.073,15.83031816
1936,31,New Jersey,46.62103673,32.7232875,17.9424339,13.59079321,6.7017624,2.377611511,1343.056683,2316110.769,928140.966,15.67773678
1937,31,New Jersey,43.99888933,30.80771393,16.30490403,12.1885635,5.948171678,2.092198582,1392.676355,2422101.424,1001625.475,15.13083898
1938,31,New Jersey,43.64848576,29.38608232,14.7729096,10.84785678,5.257448759,2.02541352,1294.408277,2274347.819,904602.863,15.41767953
1939,31,New Jersey,43.09475013,29.94958485,15.18372216,11.18173834,5.36438672,2.018514776,1378.909024,2448712.752,1163572.249,15.64004991
1940,31,New Jersey,40.04184427,28.98096478,14.96083454,11.04057087,5.344956547,2.077524855,1507.639034,2709718.891,1823879.016,15.49109705
1941,31,New Jersey,38.46729486,27.73353562,14.40898042,10.68730201,5.222472774,1.969899145,1787.927917,3235531.731,2869631.892,14.75342576
1942,31,New Jersey,32.50046458,23.51463888,11.95026009,8.780313093,4.044610809,1.261129463,2201.512064,4015460.17,3297533.585,13.33250156
1943,31,New Jersey,29.92953573,21.23199582,10.58709755,7.706413905,3.482953696,0.952684239,2662.203415,4907784.674,4180454,12.56034896
1944,31,New Jersey,27.88967946,19.80547698,9.814840419,7.093318323,3.164425167,0.907348158,2683.938156,4990968.482,4955529,12.34584585
1945,31,New Jersey,31.43147664,22.22932497,10.81350505,7.785728882,3.477069558,1.06063519,2670.909458,5003759.21,5225042,12.07098472
1946,31,New Jersey,33.32412196,24.25208531,11.30654989,8.036596594,3.538533614,1.123179359,2899.274667,5467578.475,5523596,11.12181327
1947,31,New Jersey,31.3214749,22.08672429,10.07586814,7.135546364,3.083036154,0.940273013,3116.0393,5966310.19,6036480,9.725352409
1948,31,New Jersey,31.81709742,22.53484009,10.41084084,7.397218857,3.21332575,0.978872961,3362.180861,6522058.453,6628354,9.02394003
1949,31,New Jersey,31.59472512,22.32815411,10.12306584,7.140815654,3.09726432,0.967345431,3329.682856,6542685.297,6453503,9.112410031
1950,31,New Jersey,31.0567031,22.76882519,10.76863399,7.68668621,3.446010743,0.916288006,3675.763533,7337868.659,7307069,9.02394003
1951,31,New Jersey,29.51741642,21.25707082,9.696721597,6.841856858,2.909420211,0.881356316,4091.129322,8304711.065,8256719,8.362803036
1952,31,New Jersey,30.36215143,20.24854781,8.4828967,5.83893974,2.369480399,0.629498238,4317.473094,8911423.174,8855507,8.183975801
1953,31,New Jersey,29.13296968,19.14329165,8.001039361,5.571982507,2.340925736,0.698615787,4554.840798,9551990.771,9623391,8.122672612
1954,31,New Jersey,31.0072949,20.92785957,9.193893605,6.431891517,2.760598919,0.890410514,4576.311076,9758676.851,9626661,8.082311505
1955,31,New Jersey,30.92419095,20.88337623,9.036925794,6.279588251,2.728015051,0.852604392,4835.64166,10483964.17,10304398,8.112544591
1956,31,New Jersey,30.65085122,20.73951066,9.119630344,6.317780492,2.684219356,0.864522868,5158.928106,11370236.45,11135104,7.992949339
1957,31,New Jersey,29.68735701,20.17801151,8.509246384,5.810672939,2.400821788,0.775699403,5330.634914,11944611.92,11667443,7.717984296
1958,31,New Jersey,32.33123364,21.97899227,9.463664254,6.643470051,2.8420611,0.802961302,5082.301548,11559611.28,11863692,7.513003189
1959,31,New Jersey,31.96522689,21.8304965,9.158494001,6.348401833,2.649373478,0.914371605,5511.265707,12721130.07,12867036,7.461367429
1960,31,New Jersey,31.28807991,20.95360104,8.596847487,5.994064693,2.516155299,0.814446324,5654.928064,13231696.55,13302920,7.335330817
1961,31,New Jersey,32.6051085,22.33125817,9.722982578,6.845872523,3.14154145,1.188952275,5884.946037,14073881.47,14075689,7.26173218
1962,31,New Jersey,31.54750305,21.24575431,8.825199988,6.128609139,2.607250565,0.871869837,6122.35886,14946318.26,14925916,7.189595767
1963,31,New Jersey,31.7044964,21.22871006,8.706948708,5.962760805,2.49041153,0.78323513,6344.378224,15794458.27,15810935,7.095614123
1964,31,New Jersey,31.88602607,21.83458762,9.415700085,6.515054626,2.87821831,1.117527692,6755.030239,17139920.85,16728529,7.004057812
1965,31,New Jersey,33.15065395,22.69742693,9.871849422,6.787794436,2.995435381,1.144476004,7147.68872,18458382.37,18660958,6.892882291
1966,31,New Jersey,32.22424448,21.64216776,9.262793318,6.345397166,2.726825691,0.895977556,7611.83896,19986375.55,19324194,6.701413339
1967,31,New Jersey,33.36959131,22.86451393,9.997558738,7.035153511,3.258782968,1.248907938,8175.385448,21810429.94,21319373,6.500772221
1968,31,New Jersey,33.49348701,23.1994029,10.25940281,7.268323268,3.325232604,1.211016378,8870.905967,24022964,23212749,6.239246901
1969,31,New Jersey,32.63852943,22.5044011,10.03814342,7.16243332,3.505965082,1.636053068,9511.030218,26138431.9,25252294,5.916234119
1970,31,New Jersey,31.42559398,20.87325968,8.435073361,5.770437665,2.507590018,0.895262661,9946.081472,27790509.28,27017651,5.596025571
1971,31,New Jersey,32.15802418,21.5643449,9.028307559,6.19970808,2.843447902,1.076254479,10440.29713,29782681.58,28871661,5.361130671
1972,31,New Jersey,33.43034692,22.52462343,9.485036361,6.551334685,2.999199956,1.164057095,11180.56626,32501981.26,31546982,5.194396942
1973,31,New Jersey,32.50090025,21.78878102,8.923270503,6.137651345,2.628852669,0.851988585,11808.2921,34942398.54,34233804,4.890220544
1974,31,New Jersey,33.18776044,22.24640199,9.379366964,6.545610094,2.893886641,0.960525542,12489.13805,37607283.95,36439411,4.404174283
1975,31,New Jersey,32.96351384,21.51567332,8.345356455,5.64414971,2.333076722,0.714689106,12707.87169,38970189.03,37754440,4.035795393
1976,31,New Jersey,32.95438665,21.3082797,8.272296712,5.598297228,2.32491684,0.739492847,13703.75218,42785496.3,41344934,3.815919019
1977,31,New Jersey,33.17976399,21.54992684,8.527022972,5.749471656,2.397346053,0.773588837,14630.49495,46536072.48,44772019,3.582933864
1978,31,New Jersey,33.01043953,21.85140602,8.458938243,5.709134581,2.382869066,0.701857989,15893.56704,51533879.4,48595651,3.330150187
1979,31,New Jersey,34.37513507,23.04485231,9.570241633,6.711055479,3.04906712,1.054468194,17302.23077,57921524.01,55183077,3.039053142
1980,31,New Jersey,33.89196895,22.95464445,9.665971813,6.810047886,3.145667697,1.120197546,19309.65928,64727204.06,62909704,2.735386935
1981,31,New Jersey,34.50081453,22.64381111,9.607325946,6.831788762,3.255728655,1.15063229,20952.67225,71167898.95,67805914,2.49761264
1982,31,New Jersey,36.74391652,24.71695542,11.210211,8.270787917,4.336063065,1.800347301,22157.59962,76405291.88,68615916,2.355472083
1983,31,New Jersey,37.69591618,25.73769719,11.80132218,8.936289856,4.781165751,1.950721135,23856.85837,83652980.11,,2.259049249
1984,31,New Jersey,39.26682024,27.02699984,13.07535232,9.993342684,5.628958625,2.51054183,25701.63173,91669134.62,,2.170210234
1985,31,New Jersey,41.11890182,28.71191799,14.57797152,11.22775776,6.453445919,2.883634936,27319.13147,99138524.38,,2.098175495
1986,31,New Jersey,43.71955642,32.08242857,17.75267131,14.22463929,8.533313161,3.991921316,29804.23566,110093940.6,108177408,2.060863542
1987,31,New Jersey,41.21670932,29.12869791,14.50111386,11.02048971,5.962216346,2.467371559,30108.59959,112291158.8,122658740,1.993507337
1988,31,New Jersey,44.52389544,32.79207284,18.2303336,14.53540349,8.589865772,3.88315978,33309.35961,126735867.8,137372239,1.922940705
1989,31,New Jersey,42.16282553,30.49398741,16.03730562,12.45531859,6.990262494,3.010219824,34354.78485,132752857.8,137226542,1.843412935
1990,31,New Jersey,41.3563994,29.75598897,15.14767501,11.46845685,5.980972352,2.327695188,35759.40974,137982286.5,141250073,1.755897371
1991,31,New Jersey,40.70398465,28.44853585,13.54365319,9.964044461,4.927982218,1.786529169,35138.76918,137391287.4,140840727,1.695113016
1992,31,New Jersey,42.73325471,30.68070317,15.59661208,11.80087186,6.226387043,2.469020153,36824.47257,144644641,148626077,1.653198666
1993,31,New Jersey,42.7809695,30.682353,15.20757014,11.41524183,5.953075628,2.341761984,37325.99784,146901484.8,151586226,1.613307097
1994,31,New Jersey,42.58023061,30.25925263,14.64977575,10.84365501,5.516082325,2.084826208,38141.04935,151737232.7,156824773,1.579589639
